gender,token_count,type_count,ttr,root_ttr,maas,hdd,mtld,mtld_ma_wrap,msttr_50,sent_count,sent_len_mean,sent_len_median,sent_len_std,sent_len_min,sent_len_max,laughter,filled_pause,thanks,question_marks
F,69806,51581,0.8719410748771668,2.976922725727183,0.0,0.9022312940878713,23.734998979045415,0.0,0.08972500505970452,5843,12.609346284367854,12.15194292653309,3.183375169233212,9.363995142683667,16.754401942926535,116,915,46,1095
M,11398,8537,0.863809097779085,2.7188036360811054,0.0,0.8949181558751462,19.77719356620773,0.0,0.050151239251391,1075,12.156929691451696,11.803490136570561,2.951782864234212,9.203338391502276,15.89226100151745,27,108,7,229
