spanish_level,token_count,type_count,ttr,root_ttr,maas,hdd,mtld,mtld_ma_wrap,msttr_50,sent_count,sent_len_mean,sent_len_median,sent_len_std,sent_len_min,sent_len_max,laughter,filled_pause,thanks,question_marks
A2,1329,993,0.8224730949297185,2.4106257626632552,0.0,0.8867997554583653,18.01256277214771,0.0,0.028503401360544217,153,9.52482993197279,9.683673469387756,1.8637493302962278,7.3979591836734695,11.428571428571429,0,13,2,33
B1,13007,10163,0.8960130695441357,2.6651560074924565,0.0,0.9171660830448415,19.27495944970062,0.0,0.0509452736318408,1396,10.424524811838245,10.10849598163031,2.244608304892805,8.148105625717566,13.19747416762342,22,275,15,202
B2,33341,24571,0.8698433311524039,2.976068224444208,0.0,0.9024513007986686,23.206283941406085,0.0,0.09347557840616967,2790,12.816302543857171,12.333868894601542,3.3840664726173673,9.37210796915167,17.1426735218509,38,425,15,520
C1,18392,13434,0.860827286153023,2.9169799966439887,0.0,0.8924684405005615,22.752380761559007,0.0,0.08531047619047619,1591,11.869142508285366,11.402857142857142,3.1159047107449664,8.699428571428571,16.149714285714285,47,247,16,360
C2,15135,10957,0.8565899648258843,3.3579804577887584,0.0,0.8875566068706566,30.099865073335934,0.0,0.11092676311030741,988,16.646912169870674,16.06600361663653,4.161912104447401,12.464737793851718,22.137432188065098,36,63,5,209
