speaker,token_count,type_count,ttr,root_ttr,maas,hdd,mtld,mtld_ma_wrap,msttr_50,sent_count,sent_len_mean,sent_len_median,sent_len_std,sent_len_min,sent_len_max,laughter,filled_pause,thanks,question_marks
A,42850,31296,0.8645413683692296,2.9505306928297705,0.0,0.89755399742045,23.42602491943965,0.0,0.08875714045698925,3549,12.645527853716388,12.155997983870968,3.3551639963168216,9.226310483870968,17.04889112903226,81,594,24,747
B,38354,28822,0.8766754805674214,2.9171265414670007,0.0,0.9044966056703894,22.72169820057807,0.0,0.07745539190790587,3369,12.421470830676013,12.031234128999492,2.9327665547445263,9.448958862366684,16.169121381411884,62,429,29,577
