,0
token_count,81204.0
type_count,60118.0
ttr,0.870585402499824
root_ttr,2.9338919946174524
maas,0.0
hdd,0.9010121293820313
mtld,23.075197874299647
mtld_ma_wrap,0.0
msttr_50,0.08312770891306182
sent_count,6918.0
sent_len_mean,12.533924444061316
sent_len_median,12.093852770048064
sent_len_std,3.1447666873221722
sent_len_min,9.33721224386542
sent_len_max,16.610675436377434
laughter,143.0
filled_pause,1023.0
thanks,53.0
question_marks,1324.0
